Title,Text 
"the drug combo extending lifespans by by anna poplevina jan, medium","modern medicine has made incredible strides in helping people live longer. but researchers arent just focused on adding years theyre looking to extend health alongside lifespan. a recent study offers a glimpse into what may be possible: combining two fda-approved drugs,trametinibandrapamycin, resulted in a significant lifespan increase in mice, while also improving their health in old age. researchers gave one group of mice trametinib, another group rapamycin, and a third group a combination of the two. the results were striking: trametinib aloneextended median lifespan by, depending on sex. rapamycin aloneincreased lifespan by. thecombination of both drugsshowed the most dramatic effects, boosting lifespan by in femalesand in males. whats more, the maximum lifespan (the longest any mice lived) increased significantly when both drugs were used together, highlighting their additive benefits. both drugs target different cellular pathways involved in aging: trametinibworks on a pathway that regulates cell growth. rapamycininhibits a pathway linked to inflammation and age-related diseases. by combining these mechanisms, the drugs created a stronger anti-aging effect than either could achieve alone. extending lifespan is one thing, but how did the micefeelas they aged? researchers found the drug combo also improved key markers of health: heart health:delayed age-related decline in heart function. tumors:reduced tumor growth and overall tumor load. inflammation:lowered inflammation in the brain and body. however, it wasnt all good news. some mice experienced side effects like fatty liver disease and testicular degeneration, raising questions about how these drugs might work in humans. both trametinib and rapamycin are fda-approved, but for very different uses: trametinibtreats certain types of cancer. rapamycinis used after organ transplants to prevent rejection. the fact that these drugs are already approved opens the door for further research into their potential as longevity treatments. however, what works in mice doesnt always translate to humans. animal studies like this are an exciting starting point, but testing in humans could take decades. scientists are now exploring whether combining even more drugs like diabetes medications metformin and acarbose could create an even stronger anti-aging effect. the goal is to target multiple cellular pathways to not only extend lifespan but also reduce age-related diseases. but before you get too excited, remember: its still early days. while these findings are promising, the path from lab to human trials is long and full of challenges. this study highlights the potential of drug combinations to unlock new frontiers in longevity research. while human applications are still far off, these findings show that targeting multiple aging pathways could be the key to living not just longer, but healthier lives. sources: study available at biorxiv. get simplified longevity research in your inbox once a week. its easy to read, science-backed, and delivered through my newsletter,longer. https:www.longer.mediasubscribe -- -- sharing simplified insights on longevity science, health innovations, and living a fuller, healthier life. founder of longer. www.longer.mediasubscribe help status about careers press blog privacy terms text to speech teams"
"what does the rainwater taste like? by aleena huda readers club jan, medium","one evening, it showered outside. my mom grabbed a vessel to collect the rainwater. she ran to the terrace and placed it on the beam. the rain stopped within a few minutes. i eagerly went to take the vessel but ended in dismay. i thought half of the pot would have been filled. only of the pot has been filled. anyhow, i couldnt wait to taste it. i wondered why we hadnt considered tasting the rainwater all these years. i thought drinking rainwater would catch cold for me. i also believed that it would be tasteless or neutral. with all curiosity, i had a sip. wow it was as sweet as the filtered water that we drank every day. it isnt similar to that but possesses a unique taste. no water in the world tastes similar to rainwater. we install water purifiers at home to bring that taste. but, god has made it naturally without any water purifiers. his blessing has been instilled in the rainwater. i could drink only a very little as i had to share with my mom and aunt too. my aunt said that one of our neighbours cooks food only with rainwater. my curiosity spikes high to give it a try. -- -- readers club is a reader-centered publication that delivers valuable insights across diverse topics. with a seamless, rule-free submission process, writers can share content without delays, creating a dynamic space for genuine, impactful stories. if you want to see real happiness, be glad you found me. follow me for inspirational life lesson stories to make you happy. help status about careers press blog privacy terms text to speech teams"
"the power of anti-aging strategies: slow down aging naturally by deskhealth jan, medium","aging gracefully isnt a dreamits a commitment to taking care of your mind and body naturally. inthe power of anti-aging strategies: slow down aging naturally,we reveal how small, sustainable steps can make a big difference. are you eating the right foods for longevity? staying hydrated? protecting your skin from environmental damage? each of these small actions adds up, and our latest blog walks you through it all. heres what youll uncover: anti-aging superfoods that boost energy and protect skin health stress management techniques to keep your body and mind youthful the magic of hydration, proper sleep, and mindfulness in your daily life this guide is packed with practical tips, from incorporating antioxidant-rich foods to setting routines that promote better aging. whether youre just starting your wellness journey or looking to refine it, this blog is your go-to resource. dont let time dictate how you look and feel. take charge of the aging process naturally! dive into this empowering read and transform the way you age today. discover the full guide now:read more -- -- sharing simple health tips, effective fitness plans, and nutrition insights to inspire a healthier, happier, and stronger you every day. help status about careers press blog privacy terms text to speech teams"
"actually self realisation .a great life guide by knowledge provider. jan, medium","hello friends today raman maharshi is talking to two ladies who are parsi ladies who are serious devotees that after seeing them we should also have a question and should realize what is serious, i am here whose name is just gulbai adminson brother question but questions were being asked from raman maharshi but there was a common thread on the questions, he used to say repeatedly that we know that our real self, our soul, is beyond our eyes, but this is theoretical knowledge, i understand this in your conversation, but please help us in how to realize it practically, she is telling the brahmin that we dont talk in a romantic way, why not, for every person who is very serious, but listen carefully the meaning of listening to the knowledge is if you have already heard the talk of some bilaspur somewhere and suddenly you remember it, while listening to this talk then you are not paying attention to it, if you add it, if you are able to listen carefully and see something else, live peacefully with it, a small flower, a small sprout blooms, praman says self-realization is something that you have to go and buy from the market, it is not a new experience, it is already inside you, you have been thinking that the experience of self-realization is already inside you. now what kind of experience is there in our country? the experience of the hand, the experience of eating, the experience of talking to your child, that conversation experience is mixed within this experience, obscene things are very much it is important that this thought which i have not been able to -- -- ""i'm a wordsmith with a passion for storytelling. crafting tales that inspire and captivate. where imagination meets words."" help status about careers press blog privacy terms text to speech teams"
"ways on how to take care of your womans emotions by abu_noor jan, medium",". when she is venting, allow her to speak. it is healthy for her not to bottle things inside . touch her. rub her hand, hold her waist, kiss her. physical touch is a window to her emotions . when she is crying, dont leave the room. hug her, comfort her, whether she is crying because of you or of another issue . ask her how she is, how she slept, how her day has been. good morning, good night makes her feel cared for . when she is worked up over an issue that you dont find a big deal, dont tell her she is petty. this makes her feel understood . get to know more about the family planning methods she uses. some of them affect her hormones, her hormones affect her emotions . learn how she behaves during her menstrual cycle. some women get moody during that time of the month. study your queen . love on her publicly and privately. give her clarity that she is the only one, dont entertain other women. this will make her feel secure . understand when she cries tears of joy. it means alot to her when you touch her heart to the point of tears . when she doubts her beauty, remind her of her beautiful and sexy she is -- -- freedomfighter black tea ihrs member bsc. computer scientist ceo annor tech. abu zaria alumni help status about careers press blog privacy terms text to speech teams"
orthopedic surgeon in chennai - medicalseo - medium,"anorthopedic surgeonis a medical specialist focused on diagnosing, treating, and preventing conditions related to the musculoskeletal system, which includes bones, joints, muscles, ligaments, and tendons. they manage a wide range of conditions, from fractures and sports injuries to chronic disorders like arthritis and scoliosis. orthopedic surgeons use various treatments, including non-surgical approaches like physical therapy, medications, and injections, as well as surgical interventions such as joint replacements, spinal surgeries, or repairs of torn ligaments. they work with patients of all ages, addressing both acute injuries and long-term degenerative conditions. with advanced training, orthopedic surgeons are skilled in using modern techniques such as minimally invasive surgery, ensuring faster recovery times and less postoperative pain. their expertise plays a critical role in improving mobility and enhancing quality of life for their patients. -- -- help status about careers press blog privacy terms text to speech teams"
"self discipline. how to quit addictions, diet, etc. by edburyr jan, medium","how to quit addictions, diet, etc. self-discipline is the primary skills that help you avoid acting against your best interests. self-discipline can help you avoid overeating, overspending, smoking, unwanted body language, nail-biting, procrastination, laziness, and experiencing unwanted emotional responses like fear, negativity, or anger. all of these share commonalities and have overlapping solutions. if youve successfully addressed one self-sabotaging behavior, you can likely adapt your approach to tackle others. mindset is crucial in all cases. step : accepting that there is a problem. step : identify reasons for change.change is much easier if backed by good reasons. obviously, most people find it much easier to change their diet after a heart attack. if your reasons for change seem weak, it may mean that other improvements are more pressing. this is great to know, as it can alleviate guilt or stress. however, it may also mean that you are lying to yourself about how significant the reasons are or that you should research or consider better reasons. step :ask yourself why you dont behave as youd like. understanding why you engage in certain behaviors can help you mitigate or leverage your psychological quirks. for example, if you consistently eat every chocolate bar in a multipack, changing your shopping habits might be a solution. recognizing when you deceive yourself is crucial. experiment until you find an approach that works for you. determining why you act against your interests can be as simple as noting reasons when you act against your goals or consciously thinking about why you dont behave as youd like. many bad habits stem from insecurities or negative beliefs. where this is the case, youll often need to improve your mindset. one of the best ways to do this is to disprove them. do this by finding someone who has overcome similar obstacles in equally or even more challenging circumstances. witnessing others success can debunk limiting beliefs and motivate you. also, finding out what they did can help. the most common reason for self-sabotaging behavior is disregarding the long term to the extent that it becomes destructive. it can be challenging to make yourself care about something that is far off. visualizing your reasons can make long-term concepts seem less abstract. another tip is to measure; checking your health, for example, will indicate if you are on the right path. step : rules.establishing rules to handle situations where you typically act against your best interests makes you less likely to falter. for example, lets assume youre tackling overspending. youve made a prioritized list of things to buy and have a rule to stick to these priorities. however, you notice that when shopping, you often see something that isnt yet on your list and immediately buy it. a new rule that unless a purchase is essential, you cant buy anything youve added to your list for a full day should remind you before each time this occurs. if you use rules, you should review them whenever you break one, mainly to identify consistent trends. reviews create a mild annoyance, which can serve as a good disincentive. punishing yourself more than this is counterproductive; many people berate themselves to the extent that they become depressed. worse, in many cases, people have conditioned themselves to engage in the behavior they aim to avoid. they may turn to unhealthy eating, substance abuse, smoking, etc., when feeling depressed, perpetuating a destructive cycle. forgive yourself quickly if you break a rule, but understand that this does not permit you to break that rule again. if you commonly break the same rule in the same way, more drastic action may be necessary. this may involve avoiding the triggering situation entirely. alternatively, adjust other aspects of your plan to compensate for this. you could address the issue in smaller steps or strive to resist the compulsion incrementally. importantly, repeatedly breaking the same rule in the same way is a sign that you may need external help. avoid adding too many rules at once; introducing rules gradually helps make them manageable and memorable. when all the rules are in place, they should address the specific issue; be wary of too many exceptions. we recommend monthly reviews of unwanted behaviors you aim to change until you are confident they are solved for good. during reviews, assess your adherence to the rules, their effectiveness, and any needed adjustments. keeping your rules in place long after a behavioral change helps reinforce your progress and catch potential lapses early. ideally, schedule recurring reminders in a calendar app (like google calendar). eventually, you can remove these reminders, perhaps after a year since your last significant change or lapse. step : understand the issue you are addressing. most people can outline an adequate diet; the tricky part is having the mental strength to sustain it. your solution may be more difficult or punitive than necessary or have other health implications. were not suggesting that you shouldnt educate yourself about dieting; its just that the mental side matters more. some issues only manifest when you are in a poor mental state, such as becoming dangerous when angry or intoxicated. for such problems, practice is limited, and one slip-up can potentially have catastrophic consequences. one way to mitigate problems that seldom occur is to think about and, ideally, visualize the situation and its solution. reasoning, when you are rational, before entering a fraught state, can help. visualizing and setting rules can also be effective for other issues, but they are especially crucial if you have minimal chances to practice. still, visualization will not make solving these problems easy. if youve experienced issues before, for instance, its unrealistic to believe that you can maintain discipline while drunk. the best approach may be to avoid ever getting intoxicated. similarly, for some, avoiding anger altogether may be easier than controlling it once it arises. addressing inadvertent body language, like dieting, requires constant vigilance. suppose your body language communicates boredom. it is hard to focus mainly on your body language while also on the conversation. focus can be extremely draining, especially over extended periods, such as full days of meetings. merely avoiding boring people or meetings provides only a partial solution. a better approach may be to increase your engagement so that you no longer feel bored, perhaps via a challenge. in anticipation of a potentially dull conversation, you could work on personal development, such as improving your storytelling skills, finding polite ways to end conversations, or becoming a better listener. further tips concurrently addressing several self-sabotaging behaviors is generally unwise. willpower is finite and depletes throughout the day, replenishing during sleep. making many decisions or lacking sleep can make it much harder to implement willpower-related changes. for further insights on this topic and strategies to overcome similar problems, consider reading kelly mcgonigals excellent book,the willpower instinct. robyn youkilissthin from withinis another valuable resource, especially if dieting is your focus. thanks for reading. my book,optimizing life, can be read for freehere i also offer personal online improvement-related coaching for per hour. please email me atedburyrgmail.comto book or inquire about groups or in-person rates. please also contact me if you would like a print copy of my book. -- -- help status about careers press blog privacy terms text to speech teams"
"my dietetics internship story and learnings. by anganaa barman soultouch jan, medium","i still remember the first day of my internship as if it was yesterday. my heart beat with excitement and nervousness as i walked into the hospital, my white coat feeling, a new place, new people. the bustling corridors smelled faintly of antiseptics, and the hum of conversations between doctors and nurses echoed around me.i felt like an outsider stepping into a world i had only read about in textbooks. on june i joined dr. meera madam and her team at the hospital. maam was a very helpful and supportive guide i met at the hospital. she never failed to smile whenever she looked at any new trainee.i was so happy to meet her. i was posted at a hospital in south india, and i am from a northeast indian state,so language was a big barrierfor me during my consultation in the hospital. the patients were from south india especially, and i was not able to communicate with them properly. but my friends and my guide have helped me a lot during that time. the senior dietitian was very good. she always made sure that i understood the cases. she always asked me, anganaa, do you understand? one day, i found a patient in the surgery ward, and he was from uttar pradesh, india, a north indian state who is also -- -- building a community of soul-friends where hate gives way to love, anger gives way to peace, misery gives way to joy wounds give way to healing. a curious mind exploring- nutrition, health, longevity, holistic self-improvement, spirituality, mindset, life lessons, and books. help status about careers press blog privacy terms text to speech teams"
"self-care tips for nurture your life by vishwambhara gavshinde good vibes club jan, medium","we must care for our mind, body, emotional, spiritual, and social well-being. according to the world health organization, self-care is important because it can help promote health, prevent disease, and help people manage better with illness. it needs to something create a self-care plan, for you. customizing your self-care plan. self-care is important because it helps re-establish balance and avoid burnout. it is often the mechanism of recalibrating and getting in touch with our ability to play, have fun, relax, and connect. sabrina romanoff, psyd get enough sleep. create a bedtime routine and maintain a consistent sleep schedule. drink at least glasses of water and other fluids to keep your body working properly every day. avoid alcohol, soda, and sugary drinks. drink water before meals. regular exercise can improve your health and reduce the risk of diseases. doing some regular activity(hobby) for enjoyment in free time. hobbies can give you a sense of pride and purpose. notice positive moments as they happen and experience them. enjoy it as much as you can -- -- a publication to share stories promoting joy and positivity so we can live a life where every day is a good day. content writer freelancer - you can connect with me on linkedin athttps:www.linkedin.cominvishwambhara-gavshine help status about careers press blog privacy terms text to speech teams"
book review of the new me by gagan dhawan book recommendation by swati tanu medium,"one tree can be made into a million matchsticks. but only one matchstick can burn a million trees! this book is a part of the series the new me book set. it primarily focuses on health and fitness. but there are some chapters on karma, self-discipline, motivation, etc., which make it more interesting to read. the basic to intermediate level information is provided in the book to lead a healthy and happy life. it is definitely well-researched. the book presentation is gorgeous. right from the cover design to some really good quotes. there are some real-life examples mentioned too, which are inspiring. overall an informative read. you might like to check some journals here. medium.com -- -- author, book enthusiast and coder. sharing captivating reads and insightful reviews. instagram: tanunest help status about careers press blog privacy terms text to speech teams"
"the rise of ai: are we ready for ? by suryacreatx jan, medium","welcome to the future, my friend! you know how weve all been talking about robots, self-driving cars, and the ai takeover? well, has officially arrived, and ai isnt just a buzzword anymore its running the show. were not talking about simple tasks anymore; ai is getting morepersonal, morecreative, and even a littleemotional(yes, ai has feelings now, sort of). so buckle up, because this post is about to dive into the quirkiest, most game-changing ai trends of . lets break it down and have some fun while were at it. okay, picture this: youre having a rough day, and your phone without any drama sends you a text that says, hey, i got your back. no, its not your bff; its emotional ai. yes, ai is finally gettingin touchwith its feelings! emotional ai? its like your ai bestie who knows when you need a pep talk, or maybe just a virtual hug. generative ai was cool before, but now? oh boy. ai . is thecreative geniuswe never knew we needed. this isnt just about generating text; were talking full-on art, stories, and even movies no human needed. www.sequoiacap.com generative ai is no longer the assistant; its thestar of the show. just wait until you see what it can come up with next. lets be honest businesses love efficiency. and whats more efficient than ai doing all the boring stuff so you can focus onbig ideas? businesses are waking up to the power of ai, and itstotallyreshaping the way things get done. efficiency is the name of the game, and ai is the mvp. hold on. while ai is doing some pretty mind-blowing things, we need to keep it in check. ethical ai is like the parental figure saying, okay, but only if you follow the rules. and its about time. ethical ai is the safety net that ensures we use this powerful tool for good, not for you know, world domination. (but wearekeeping an eye on that). wait, did you say ai is helping save the planet? yep, you heard that right. its not all about robots taking over the world; ai is actually doing its part to keep the earth from going full-on disaster movie. www.weforum.org ai is like the eco-warrior of the future. but instead of capes, its all about algorithms and sensors. go, team ai! alright, so youre probably wondering, how do i stay ahead of all this tech stuff? simple stay curious, keep learning, and maybe just maybe dont get on the bad side of ai. were talking about upskilling in ai-related fields, embracing innovation, and using ai as your partner in crime. final thoughts: the future of ai is like a rollercoaster youll be holding on tight, but youre also going toenjoythe ride. whether its emotional connections with robots or ai creating masterpieces, is the year ai truly comes into its own. so, are you ready to dive in? catch you on the other side of the tech revolution, my friend! -- -- student writer public speaker programmer aspiring entrepreneur learning exploring making mistakes instagram xo.surya github suryacreatx help status about careers press blog privacy terms text to speech teams"
"the los angeles fires: the indictment of the fossil fuel industry by ken mcmullen jan, medium","on january , by photomotoman in political editorial share this! i am a retired fire chief, and former educator. for the last years of my year career in the fire service, i attempted to make people aware as to how climate change was affecting our lives. it started with discussions in relation to my roles at the time, as a college instructor, and professionally as a fire service instructor. that was years ago. it became more and more obvious, that in relation to global warming, the burning of fossil fuels was the cause, not simply implicated, but directly causative. and throughout all of this time, the fossil fuel industry, its spokesmen, ceos, caos, cfos, their boards and their employees, all knew the facts. all ignored the facts, and all lied about the facts. for me, my experience first began in earnest in , when fires ravaged northern manitoba, my province. i was contracted to the provincial government, teaching firefighting and wild land firefighting to native firefighters in the north. in my time off from being a full-time firefighter, i trained as sartec, dive rescue instructor and mountain rescue instructor, which i acquired privately by training outside the country. i also travelled throughout the north under contract. that year, fires forced the evacuation of , people across communities. however in , i resigned from my fire department in order to take a fire chiefs position in another province. i had gone through all the interviews, been selected for the position, but hiring was stalled due to fires surrounding the city in british columbia where i had been, technically hired. that year, the provinces budget for fighting forest and wild land fire was million dollars. by the end of the summer, the province of british columbia had spent million dollars fighting those fires. in the interim, unable to wait for the city to hire as i had already resigned my position, i took a position as the fire chief for a newly amalgamated fire service in ontario, canada in the region of niagara. after eight years, i found myself successfully hired as the fire chief for a jurisdiction in alberta, canada, that surrounded calgary, alberta. within this jurisdiction was a scenic town, adjacent to the rocky mountains and kananaskis provincial park. the fire risk, within what is known as the wild land interface fire zone, was, and remains, extreme. my attempts to convince the administration, the council, and the citizens of the jurisdiction that they faced enormous risk, where fire on the landscape between the mountains and the town had not seen fire for years, and where the forest and its deadfall had never been reduced or culled during that period, fell on deaf ears. it is also notable that this jurisdiction is an oil production area that saw over , wells drilled in . i often wondered how much pressure behind the scenes the fossil fuels industry exerted or had influence over that administration in relation to the decisions that those councillors reached? i will never know, but based on what is occurring in canada today it is obvious that all the other jurisdictions that produce or are dependent on the fossil fuels industry fully intend to ignore climate change and the impact that the extraction of oil and gas has on it. they divorce themselves from the reality that extraction is exactly the same as burning the product, which it ultimately accomplishes. as my contract ended, and i began a job consulting, in may , a forest fire surrounding slave lake, alberta, home to people, saw one-third of the town destroyed by a wild land interface fire. the loss amounted to million dollars. five years later, in may , fort mcmurray experienced the same result, resulting in the loss of , structures. the loss amounted to . billion dollars, just in insured losses. a study from macewan university estimated total losses were in the range of billion dollars. in , canadas most destructive year to date, there were more than , fires, and mega fires, that burned million acres, ten times what was previously considered a bad year in canada. experts in the climate sciences have proven unequivocally that the cause of these fires is due to global warming, insect infestations cause by global warming and the burning of fossil fuels. and then this year, jasper, alberta, one of the jewels of canadas national parks saw a fire burn , structures. none of these occurrences is normal. none of this massive change in wild land and forestry fires is due to any natural processes. they are all attributable to anthropogenic climate change and the burning of fossil fuels. in , in lytton, bc, another canadian town was destroyed by a fast moving wildfire. the temperatures for the last three years having exceeded c. at some point, reached a temperature hitherto unknown in canada in of . c or f. this is a mountainous area surrounded by forested areas that are considered boreal rainforest. what does all this have to do with los angeles? this week audie cornish of cnn did a podcast. her guest was peter kalmus, a climate scientist for nasa. his former home, which was destroyed in the los angeles community of altadena, was one of the more than , homes destroyed in the recent, and as yet, still burning fires. peter, now self-described as a climate activist, grieves over the loss of his former community and recently wrote, as a climate scientist, i knew it was time to leave los angeles, on january th, in the new york times. his personal risk analysis had been ongoing for the entire years he had lived in altadena, and two years ago he moved his family to durham, north carolina. he did so, because he was convinced that the ever increasing temperatures in southern california and nevada would make the risk of living there, irrational. and this last week, he was proved right. what is happening is not simply anomalous, it is directly caused by global warming due to the burning of fossil fuels. yet, americans, unwilling to change, do not listen to climate scientists, they listen to shills for the fossil fuels industry on fox and to the incoming president of the united states, a man who hasnt told the truth about virtually anything for his entire time in office. the problem according to kalmus, is that while the facts illustrate that things will only get worse, and quickly, the fossil fuels industry and those becoming rich from its extraction are doing everything possible to ensure that misinformation, disinformation and outright lies remain the mainstream news. less than half of america elected the current president of the united states (.), yet this mandate enables a man without any scientific understanding, a man who denigrates and lies about the impacts of climate change, to influence a public whose own ignorance is so profound that they have swallowed and internalized all the lies. they are immune to intelligent discourse, of scientific facts and of the profound risks that the continued burning of fossil fuels poses for life on this little blue orb. so, where is safe? one of kalmus beliefs is that like lightning strikes, the impacts of drought, wild fires, massive rain events, hurricanes and their attendant tornadoes and storm surge are not easily predicted. not only is the complexity of the problem itself astronomical, but the solutions, without acceptance of the fact that we not only need to stop in the extraction and burning of fossil fuels, but needed to, years ago, is daunting. much of what is to come, is baked into our future. of that, there is certainty. and whether or not the earth has reached a tipping point will without question be known within the next twenty-five years. meanwhile, the question remains. where is safe? kalmus states that in reality, nowhere is safe. climate change is global. obviously, those places that are within the wild land interface are less safe, as are the coasts of the united states and canada that will face the brunt of hurricanes and ocean storm surge. but ashland, north carolina was considered extremely safe just a few years ago. so was lytton, british columbia. we are on a bobsled run into climate change that will be profound. it will reshape our lives and our relative safety and health. and because of our ignorance, because of our willingness to listen to liars and those invested in and profiting from the fossil fuel industry, we are facing what are planetary existential risks. and none of us, will escape its effects. -- -- my name is ken mcmullen. im a retired director of emergency services and former academic. now retired, im an avid motorcyclist, photographer and blogger. help status about careers press blog privacy terms text to speech teams"
"midlife meltdowns: three things that can break a woman by nelly scott jan, medium","life is really tough for women, especially those in middle age. eileen chang once said that middle-aged men often feel lonely. when they open their eyes, everyone around them depends on them, but theres no one they can depend on. actually, middle-aged women feel helpless and have breakdowns more often than men do. men deal with stress by going out for drinks with friends, acting a bit crazy, spending an afternoon smoking, playing a hard game of basketball, or throwing themselves into their work and forgetting about everything else. but thats not how it is for women. they carry so much more on their shoulders. they can pick up the weight, but they cant put it down. its not just about money. its also about their kids, their families, their age, and the problems they face at work. when all of these things come crashing down at once, a woman will still stand strong, even though she feels totally helpless. middle-aged women may seem tough, but they still have weaknesses. and often, a midlife meltdown starts with these three things. -- -- help status about careers press blog privacy terms text to speech teams"
"forgiving myself for past relationship mistakes by jenn l. invisible illness jan, medium","even though i am happy in my current relationship, i find that i have some unresolved regrets and baggage from past relationships that are still affecting me. some of the issues are fear-based thinking, the need for compassion, and intergenerational trauma from my parents and are from past romantic relationships. i found myself ruminating on these past relationships and getting triggered every once in a while. i would be reminded of unpleasant memories and worry that past issues are repeating themselves. i took this as a sign that i still had some work to do to let go of past regrets and negative thoughts. i needed to process my unresolved emotions so i can break out of unhealthy patterns and eventually let go of past hurts. im letting go of old stories and adopting new ones that are true to who i am and want to be today. according to relationship gurumat boggs, closure involves three experiences created within oneself: the experiences of peace, release,possibility, andnew hopefor oneself. self-compassion involves treating oneself with kindness, care, andforgiveness -- -- mediums biggest mental health publication i write about my experience as a second generation asian american, mental health, and female empowerment. contact me athttps:jenniferinparis.weebly.com help status about careers press blog privacy terms text to speech teams"
today i am sharing a poem from grandmas diary. from childhoods hour i have not been as others werei have not seen as others sawi could not bring my passions from a common spring from the same - kamini sharma - medium,"today i am sharing a poem from grandmas diary. from childhoods hour i have not beenas others werei have not seenas others sawi could not bringmy passions from a common springfrom the same source i have not takenmy sorrowi could not awakenmy heart to joy at the same toneand all i lovdi lovd alonethenin my childhoodin the dawnof a most stormy lifewas drawnfrom evry depth of good and illthe mystery which binds me stillfrom the torrent, or the fountainfrom the red cliff of the mountainfrom the sun that round me rolldin its autumn tint of goldfrom the lightning in the skyas it passd me flying byfrom the thunder, and the stormand the cloud that took the form(when the rest of heaven was blue)of a demon in my view -- -- simple human writing about simple things and day to day life help status about careers press blog privacy terms text to speech teams"
"instinctually, we recoil from what seeks to harm us. hands from a hot oven, face from a raised fist. but i have never shied away from a knifes edge. i always tested the stove with bare fingers - dimyana bottros - medium","instinctually, we recoil from what seeks to harm us. hands from a hot oven, face from a raised fist. but i have never shied away from a knifes edge. i always tested the stove with bare fingers. bruises and scars serve as trophies of the burden of pain; lessons learned the hard way. is this why i flinch in every mirror i pass? and shy away from the sting of my gaze? turn a cheek when i extend my own hand? a wound can be wrapped, but how does one heal what they inflict? -- -- it takes one decision to lead to a completely different life. help status about careers press blog privacy terms text to speech teams"
"the heart that matters. by terri rimmer by terri persico rimmer jan, medium","the heart that matters by terri rimmer shortly after moving into her little one-bedroom apartment melodys neighbor samantha told her about a great restaurant within walking distance where you just pay what you can. fantastic! she thought. the establishment was a media darling, had won some awards, and was the talk of the town, having been written up in various newspapers touting them as having such a giving heart to the homeless who could not afford to eat and others down on their luck. you can just give them , and theyll accept that, if you have it, samantha, who used a wheelchair, told melody. in a few days they went to lunch there with samanthas granddaughter and melody was pleasantly surprised at the service, friendliness, and quality of the food as well as the atmosphere. she would be back definitely. over the course of a year she went back three more times, sometimes able to pay or not. she found out though that they did not want her five dollars. they wanted more and made that clear. two years prior, melody had been working full time but totaled her car during a panic attack at the wheel and couldnt afford to get another vehicle. because she was a pet and house sitter for a company this accident resulted in her losing her job, which snowballed into a life being upended. she was out of work for eight months, landed another position but was laid off within two months. a friend got her another job but due to her cognitive impairment melody couldnt do the work. now shed been out of a job for four years, the longest shed ever been unemployed. melody tried to volunteer at the restaurant, but some positions required her to stand on her feet for hours which she couldnt do because of arthritis in her feet, knees, and back. the other job involved folding napkins in a specific way to include the silverware, but melodys injured shoulders kept her from performing that task. the third time melody visited the restaurant she forgot to make a reservation, something samantha had cautioned her against because the wait time would be an hour otherwise. she found herself sitting in an uncomfortable row of homeless people which she didnt mind, except for this groups attitude of entitlement. melody searched for hours all day for a job but to no avail. she was overqualified, which to her was worse than being underqualified because you could always get the experience. but a professional writerformer pet and house sitter also with years of clerical experience did not get hired flipping burgers or in retail although she had worked in those areas. melody was seated the third and fourth time she visited the restaurant with the long table where homeless people sat and she noticed this group left lots of food on their plates and hardly touched it while talking on their phones about schemes and scams. and some would ask her for money which she found laughable. the owner approached her about the fact that she was not able to pay for her meal which didnt include any extras, something she could have taken advantage of if she were that kind of person. he gave her a hard time and she left there feeling so ashamed. this was not the person she was. now it was christmas time and, after leaving her new allergist for a cough shed had over a year that shed been on over medications for, she decided to take a chance on the restaurant again, this time having five dollars to pay. the allergist had given her the answer shed been seeking since last year regarding her condition it wasnt contagious, it wasnt her asthma, but her reflux that was causing the cough. whew! she was so happy as she entered the restaurant, eyeing the tall, gorgeous tree inside though coughing, always wearing her mask. others were openly coughing, too, but with no masks, something that always annoyed melody. the manager took her name, and she didnt have to wait long for a table, much to her surprise and she and her injured leg and rollator made their way to a table. she couldnt stop coughing and kept her mask on as her routine. no sooner had she sat down than the manager came over. hi, friend, he said insincerely. you seem like you dont feel well. melody explained the situation, but it was clear he didnt believe her. well, if you cant get that coughing under control you cant eat today, he told her which scared her to death because she had no food and she was diabetic. she thought about the last time she was there and how she helped a fellow patron who the manager was going to kick out for bringing a plastic bag into the restaurant. the woman lived in a group home and people stole things from her, so she brought some items with her. the manager had told the lady she would have to put everything in her tiny purse or would not be able to eat there that day. so, once he walked away melody offered to put the stuff in her purse and when they were done eating, she would give it back to her outside the restaurant where the manager wouldnt see it. i know how it is, melody told the woman. i was in a group home before. so, they were able to enjoy a meal together as strangers but not so much. now melody ate her lunch as carefully as she could and managed not to cough during it but she felt so rejected and ashamed, less than, not like anyone should ever feel. as she grabbed her umbrella to leave the manager bid her farewell and she walked to the corner to meet her public transportation. honestly, it doesnt get any better than the mission here! spouted a customer. -- -- i have years of journalism experience having written for ten newspapers, some magazines, and web sites. i'm currently seeking a remote position. help status about careers press blog privacy terms text to speech teams"
